Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price,doors_int,seats_int,LitresPer100km,used_0_new_1,transmission_auto,age,color_primary,std_color,color_black,color_white,color_gray,color_silver,color_red,fuel_bucket,fuel_cat_Gasoline,fuel_cat_Diesel,fuel_cat_Electric,fuel_cat_Hybrid,Brand_Bucket,brand_cat_Economy,brand_cat_Luxury,brand_cat_Premium,brand_cat_Ultra Luxury,cylinders,engine_l,make_model,price_bin,make_model_segment,CarBodyType_Cleaned,log_price,age_squared,Body_type_Other,Body_type_SUV,Body_type_Sedan,Body_type_Wagon,Make_Model_cat_economy,Make_Model_cat_premium
Hyundai,2019.0,Santa,SUV,2019 Hyundai Santa FE Active Crdi (awd),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.5 L / 100 km,107560.0,Grey / Black,"Glenorchy, TAS",4 cyl,SUV, 4 Doors, 7 Seats,31990.0,4,7,7.5,0,1,4.0,Grey,gray,0,0,1,0,0,Others,0,0,0,0,Economy,1,0,0,0,4,2.2,Hyundai Santa,20–35k,economy,SUV,10.373209892223665,16.0,0,1,0,0,1,0
Ford,2012.0,Kuga,SUV,2012 Ford Kuga Trend,USED,Automatic,"5 cyl, 2.5 L",AWD,Premium,10.3 L / 100 km,187500.0,Orange / -,"Maidstone, VIC",5 cyl,SUV, 4 Doors, 5 Seats,10990.0,4,5,10.3,0,1,11.0,Orange,others,0,0,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,5,2.5,Ford Kuga,0–20k,budget,SUV,9.3048320350689,121.0,0,1,0,0,0,0
Holden,2018.0,Colorado,Ute / Tray,2018 Holden Colorado LS-X Special Edition,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9 L / 100 km,119100.0,White / Black,"Glenorchy, TAS",4 cyl,Ute / Tray, 4 Doors, 5 Seats,31990.0,4,5,9.0,0,1,5.0,White,white,0,1,0,0,0,Others,0,0,0,0,Economy,1,0,0,0,4,2.8,Holden Colorado,20–35k,economy,Other,10.373209892223665,25.0,1,0,0,0,1,0
BMW,2010.0,X3,SUV,2010 BMW X3 Xdrive 20D Lifestyle,USED,Automatic,"4 cyl, 2 L",4WD,Diesel,5.6 L / 100 km,180196.0,Grey / Black,"Oakleigh, VIC",4 cyl,SUV, 4 Doors, 5 Seats,14888.0,4,5,5.6,0,1,13.0,Grey,gray,0,0,1,0,0,Others,0,0,0,0,Premium,0,0,1,0,4,2.0,BMW X3,0–20k,premium,SUV,9.608377964255551,169.0,0,1,0,0,0,1
Hyundai,2013.0,I30,Hatchback,2013 Hyundai I30 Active,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.9 L / 100 km,162420.0,Silver / Black,"Glenorchy, TAS",4 cyl,Hatchback, 5 Doors, 5 Seats,11990.0,5,5,6.9,0,1,10.0,Silver,silver,0,0,0,1,0,Gasoline,1,0,0,0,Economy,1,0,0,0,4,1.8,Hyundai I30,0–20k,economy,Hatchback,9.391911647379434,100.0,0,0,0,0,1,0
Jeep,2017.0,Grand,SUV,2017 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,136541.0,Grey / -,"Springwood, QLD",6 cyl,SUV, 4 Doors, 5 Seats,32744.0,4,5,7.5,0,1,6.0,Grey,gray,0,0,1,0,0,Others,0,0,0,0,Premium,0,0,1,0,6,3.0,Jeep Grand,20–35k,economy,SUV,10.396505557652153,36.0,0,1,0,0,1,0
Toyota,2018.0,Hilux,Ute / Tray,2018 Toyota Hilux Workmate,USED,Automatic,"4 cyl, 2.7 L",Rear,Unleaded,10.9 L / 100 km,83000.0,White / -,"Derwent Park, TAS",4 cyl,Ute / Tray, 2 Doors, 2 Seats,27990.0,2,2,10.9,0,1,5.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.7,Toyota Hilux,20–35k,premium,Other,10.239638308916676,25.0,1,0,0,0,0,1
Audi,2018.0,Q2,SUV,2018 Audi Q2 1.4 Tfsi Design,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.3 L / 100 km,37170.0,White / Black,"Hobart, TAS",4 cyl,SUV, 4 Doors, 5 Seats,38990.0,4,5,5.3,0,1,5.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Luxury,0,1,0,0,4,1.4,Audi Q2,35–65k,premium,SUV,10.571086129249698,25.0,0,1,0,0,0,1
Audi,2013.0,A1,Hatchback,2013 Audi A1 Sportback 1.4 Tfsi Attraction,USED,Manual,"4 cyl, 1.4 L",Front,Premium,5.3 L / 100 km,92623.0,Black / Black,"Brighton, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,15672.0,5,5,5.3,0,0,10.0,Black,black,1,0,0,0,0,Gasoline,1,0,0,0,Luxury,0,1,0,0,4,1.4,Audi A1,0–20k,economy,Hatchback,9.659694765654068,100.0,0,0,0,0,1,0
Holden,2015.0,Captiva,SUV,2015 Holden Captiva 5 LTZ (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.2 L / 100 km,110236.0,White / White,"Derwent Park, TAS",4 cyl,SUV, 4 Doors, 5 Seats,18888.0,4,5,8.2,0,1,8.0,White,white,0,1,0,0,0,Others,0,0,0,0,Economy,1,0,0,0,4,2.2,Holden Captiva,0–20k,budget,SUV,9.84633502103182,64.0,0,1,0,0,0,0
Mitsubishi,2015.0,Pajero,SUV,2015 Mitsubishi Pajero GLX LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,89838.0,Silver / Black,"Murray Bridge, SA",4 cyl,SUV, 4 Doors, 7 Seats,41990.0,4,7,9.0,0,1,8.0,Silver,silver,0,0,0,1,0,Others,0,0,0,0,Premium,0,0,1,0,4,3.2,Mitsubishi Pajero,35–65k,premium,SUV,10.645210588588755,64.0,0,1,0,0,0,1
LDV,2022.0,T60,Ute / Tray,2022 LDV T60 MAX PRO (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,9.3 L / 100 km,16150.0,White / -,"Derwent Park, TAS",4 cyl,Ute / Tray, 4 Doors, 5 Seats,33990.0,4,5,9.3,0,1,1.0,White,white,0,1,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,4,2.0,LDV T60,20–35k,economy,Other,10.43385106267516,1.0,1,0,0,0,1,0
Holden,2016.0,Trax,SUV,2016 Holden Trax LTZ,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.9 L / 100 km,151000.0,White / -,"North Hobart, TAS",4 cyl,SUV, 4 Doors, 5 Seats,13990.0,4,5,6.9,0,1,7.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Economy,1,0,0,0,4,1.4,Holden Trax,0–20k,budget,SUV,9.546169544733285,49.0,0,1,0,0,0,0
Mazda,2022.0,6,Sedan,2022 Mazda 6 GT SP,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.6 L / 100 km,7215.0,Black / Black,"Hobart, TAS",4 cyl,Sedan, 4 Doors, 5 Seats,44990.0,4,5,7.6,0,1,1.0,Black,black,1,0,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.5,Mazda 6,35–65k,budget,Sedan,10.714217748749789,1.0,0,0,1,0,0,0
Suzuki,2022.0,Jimny,SUV,2022 Suzuki Jimny Lite,USED,Manual,"4 cyl, 1.5 L",4WD,Unleaded,6.4 L / 100 km,16107.0,Grey / Black,"Derwent Park, TAS",4 cyl,SUV, 2 Doors, 4 Seats,34990.0,2,4,6.4,0,0,1.0,Grey,gray,0,0,1,0,0,Gasoline,1,0,0,0,Economy,1,0,0,0,4,1.5,Suzuki Jimny,20–35k,premium,SUV,10.462846164547514,1.0,0,1,0,0,0,1
Mercedes-Benz,2015.0,GLA250,SUV,2015 Mercedes-Benz GLA250 4Matic,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7 L / 100 km,159600.0,Grey / -,"Derwent Park, TAS",4 cyl,SUV, 4 Doors, 5 Seats,25990.0,4,5,7.0,0,1,8.0,Grey,gray,0,0,1,0,0,Gasoline,1,0,0,0,Luxury,0,1,0,0,4,2.0,Mercedes-Benz GLA250,20–35k,economy,SUV,10.165505603232393,64.0,0,1,0,0,1,0
Mercedes-Benz,2017.0,CLA45,Sedan,2017 Mercedes-Benz CLA45 Matic (fuel Efficient),USED,Automatic,"4 cyl, 2 L",AWD,Premium,7 L / 100 km,94520.0,White / Black,"Oakleigh, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,49888.0,4,5,7.0,0,1,6.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Luxury,0,1,0,0,4,2.0,Mercedes-Benz CLA45,35–65k,premium,Sedan,10.817555816557183,36.0,0,0,1,0,0,1
Hyundai,2020.0,I30,Hatchback,2020 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,34719.0,White / Black,"Moorooka, QLD",4 cyl,Hatchback, 4 Doors, 5 Seats,25499.0,4,5,7.4,0,1,3.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Economy,1,0,0,0,4,2.0,Hyundai I30,20–35k,economy,Hatchback,10.146433731146518,9.0,0,0,0,0,1,0
Mazda,2018.0,BT-50,Ute / Tray,2018 Mazda BT-50 XTR (4X4) (5YR),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,10 L / 100 km,73909.0,Black / Grey,"Murray Bridge, SA",5 cyl,Ute / Tray, 4 Doors, 5 Seats,43990.0,4,5,10.0,0,1,5.0,Black,black,1,0,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,5,3.2,Mazda BT-50,35–65k,economy,Other,10.691740346523579,25.0,1,0,0,0,1,0
Land,2013.0,Rover,SUV,2013 Land Rover Discovery 4 3.0 SDV6 HSE,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,9.3 L / 100 km,126693.0,Black / Black,"Everton Hills, QLD",6 cyl,SUV, 4 Doors, 7 Seats,41999.0,4,7,9.3,0,1,10.0,Black,black,1,0,0,0,0,Others,0,0,0,0,Luxury,0,1,0,0,6,3.0,Land Rover,35–65k,premium,SUV,10.645424897265505,100.0,0,1,0,0,0,1
LDV,2021.0,T60,Ute / Tray,2021 LDV T60 MAX PRO (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,9.3 L / 100 km,18039.0,White / -,"Derwent Park, TAS",4 cyl,Ute / Tray, 4 Doors, 5 Seats,31990.0,4,5,9.3,0,1,2.0,White,white,0,1,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,4,2.0,LDV T60,20–35k,economy,Other,10.373209892223665,4.0,1,0,0,0,1,0
Mitsubishi,2020.0,Eclipse,SUV,2020 Mitsubishi Eclipse Cross Black Edition (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,85654.0,Grey / -,"Hobart, TAS",4 cyl,SUV, 4 Doors, 5 Seats,29990.0,4,5,7.3,0,1,3.0,Grey,gray,0,0,1,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,1.5,Mitsubishi Eclipse,20–35k,economy,SUV,10.30865261563529,9.0,0,1,0,0,1,0
Hyundai,2016.0,Santa,SUV,2016 Hyundai Santa FE Highlander Crdi (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.8 L / 100 km,124000.0,White / -,"North Hobart, TAS",4 cyl,SUV, 4 Doors, 7 Seats,29990.0,4,7,7.8,0,1,7.0,White,white,0,1,0,0,0,Others,0,0,0,0,Economy,1,0,0,0,4,2.2,Hyundai Santa,20–35k,economy,SUV,10.30865261563529,49.0,0,1,0,0,1,0
Holden,2018.0,Astra,Sedan,2018 Holden Astra LS,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.1 L / 100 km,67045.0,Red / Black,"Chermside, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,17999.0,4,5,6.1,0,1,5.0,Red,red,0,0,0,0,1,Gasoline,1,0,0,0,Economy,1,0,0,0,4,1.4,Holden Astra,0–20k,budget,Sedan,9.798127036878302,25.0,0,0,1,0,0,0
Mitsubishi,2019.0,Outlander,SUV,2019 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,7.2 L / 100 km,91308.0,Grey / Grey,"Moonah, TAS",4 cyl,SUV, 4 Doors, 7 Seats,29950.0,4,7,7.2,0,1,4.0,Grey,gray,0,0,1,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.4,Mitsubishi Outlander,20–35k,economy,SUV,10.307317991967832,16.0,0,1,0,0,1,0
Nissan,2016.0,X-Trail,SUV,2016 Nissan X-Trail ST 7 Seat (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,134932.0,Silver / -,"Yamanto, QLD",4 cyl,SUV, 4 Doors, 7 Seats,19990.0,4,7,7.9,0,1,7.0,Silver,silver,0,0,0,1,0,Gasoline,1,0,0,0,Economy,1,0,0,0,4,2.5,Nissan X-Trail,0–20k,economy,SUV,9.903037451255743,49.0,0,1,0,0,1,0
Subaru,2012.0,WRX,Hatchback,2012 Subaru WRX (AWD),USED,Manual,"4 cyl, 2.5 L",AWD,Premium,10.7 L / 100 km,82010.0,Grey / Grey,"Woodridge, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,27990.0,5,5,10.7,0,0,11.0,Grey,gray,0,0,1,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.5,Subaru WRX,20–35k,premium,Hatchback,10.239638308916676,121.0,0,0,0,0,0,1
Mercedes-Benz,2015.0,GLA200,SUV,2015 Mercedes-Benz GLA200 CDI,USED,Automatic,"4 cyl, 2.1 L",Front,Diesel,4.6 L / 100 km,131988.0,White / Black,"South Melbourne, VIC",4 cyl,SUV, 4 Doors, 5 Seats,25850.0,4,5,4.6,0,1,8.0,White,white,0,1,0,0,0,Others,0,0,0,0,Luxury,0,1,0,0,4,2.1,Mercedes-Benz GLA200,20–35k,economy,SUV,10.160104563907877,64.0,0,1,0,0,1,0
Toyota,2020.0,RAV4,SUV,2020 Toyota RAV4 GX (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.5 L / 100 km,85973.0,White / -,"Hobart, TAS",4 cyl,SUV, 5 Doors, 5 Seats,38990.0,5,5,6.5,0,1,3.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.0,Toyota RAV4,35–65k,premium,SUV,10.571086129249698,9.0,0,1,0,0,0,1
Honda,2021.0,HR-V,SUV,2021 Honda HR-V VTI,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,15955.0,White / Black,"Ravenhall, VIC",4 cyl,SUV, 4 Doors, 5 Seats,32990.0,4,5,6.6,0,1,2.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Economy,1,0,0,0,4,1.8,Honda HR-V,20–35k,economy,SUV,10.403990075979044,4.0,0,1,0,0,1,0
Mitsubishi,2016.0,Pajero,SUV,2016 Mitsubishi Pajero GLX LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,186850.0,White / Black,"Glenorchy, TAS",4 cyl,SUV, 4 Doors, 7 Seats,31990.0,4,7,9.0,0,1,7.0,White,white,0,1,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,4,3.2,Mitsubishi Pajero,20–35k,premium,SUV,10.373209892223665,49.0,0,1,0,0,0,1
Volvo,2012.0,XC60,SUV,2012 Volvo XC60 T5,USED,Automatic,"4 cyl, 2 L",Front,Premium,8.7 L / 100 km,112888.0,Grey / Black,"South Melbourne, VIC",4 cyl,SUV, 4 Doors, 5 Seats,16950.0,4,5,8.7,0,1,11.0,Grey,gray,0,0,1,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.0,Volvo XC60,0–20k,economy,SUV,9.738082108118487,121.0,0,1,0,0,1,0
Volkswagen,2015.0,Touareg,SUV,2015 Volkswagen Touareg V6 TDI,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.4 L / 100 km,156355.0,White / Black,"Everton Hills, QLD",6 cyl,SUV, 4 Doors, 5 Seats,27999.0,4,5,7.4,0,1,8.0,White,white,0,1,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,6,3.0,Volkswagen Touareg,20–35k,premium,SUV,10.239959789157341,64.0,0,1,0,0,0,1
Hyundai,2020.0,Kona,SUV,2020 Hyundai Kona Active (awd),USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,6.7 L / 100 km,81526.0,- / -,"Hobart, TAS",4 cyl,SUV, 4 Doors, 5 Seats,27990.0,4,5,6.7,0,1,3.0,-,others,0,0,0,0,0,Gasoline,1,0,0,0,Economy,1,0,0,0,4,1.6,Hyundai Kona,20–35k,economy,SUV,10.239638308916676,9.0,0,1,0,0,1,0
Mitsubishi,2019.0,ASX,SUV,2019 Mitsubishi ASX ES (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,91400.0,Red / Grey,"Moonah, TAS",4 cyl,SUV, 4 Doors, 5 Seats,24950.0,4,5,7.6,0,1,4.0,Red,red,0,0,0,0,1,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.0,Mitsubishi ASX,20–35k,economy,SUV,10.124669180536797,16.0,0,1,0,0,1,0
Renault,2020.0,Koleos,SUV,2020 Renault Koleos Intens X-Tronic (4X2),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1 L / 100 km,75005.0,White / -,"Hobart, TAS",4 cyl,SUV, 4 Doors, 5 Seats,29995.0,4,5,8.1,0,1,3.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.5,Renault Koleos,20–35k,economy,SUV,10.30881931842128,9.0,0,1,0,0,1,0
Audi,2015.0,S3,Sedan,2015 Audi S3 2.0 Tfsi Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.9 L / 100 km,65807.0,Blue / -,"Slacks Creek, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,39990.0,4,5,6.9,0,1,8.0,Blue,others,0,0,0,0,0,Gasoline,1,0,0,0,Luxury,0,1,0,0,4,2.0,Audi S3,35–65k,premium,Sedan,10.596409707779776,64.0,0,0,1,0,0,1
LDV,2021.0,G10+,Powell Motor Group New & Demo,2021 LDV G10+ Barn Door,DEMO,Automatic,"4 cyl, 2 L",Rear,Diesel,8.2 L / 100 km,1458.0,White / Black,"Derwent Park, TAS",4 cyl,Commercial, 4 Doors, 2 Seats,36990.0,4,2,8.2,0,1,2.0,White,white,0,1,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,4,2.0,LDV G10+,35–65k,economy,Other,10.518429918794682,4.0,1,0,0,0,1,0
Lexus,2016.0,IS350,Sedan,2016 Lexus IS350 F Sport,USED,Automatic,"6 cyl, 3.5 L",Rear,Premium,9.7 L / 100 km,71196.0,Silver / Black,"Everton Hills, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,41999.0,4,5,9.7,0,1,7.0,Silver,silver,0,0,0,1,0,Gasoline,1,0,0,0,Luxury,0,1,0,0,6,3.5,Lexus IS350,35–65k,premium,Sedan,10.645424897265505,49.0,0,0,1,0,0,1
Skoda,2022.0,Octavia,Tilford Auto Group Used,2022 Skoda Octavia Limited Edition 140TSI,DEMO,Automatic,"4 cyl, 2 L",Front,Premium,6.3 L / 100 km,1518.0,Grey / Black Leather,"Hobart, TAS",4 cyl,Wagon, 4 Doors, 5 Seats,59460.0,4,5,6.3,0,1,1.0,Grey,gray,0,0,1,0,0,Gasoline,1,0,0,0,Luxury,0,1,0,0,4,2.0,Skoda Octavia,35–65k,premium,Other,10.993075914439594,1.0,1,0,0,0,0,1
Ford,2011.0,Falcon,Sedan,2011 Ford Falcon XR6 Limited Edition,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,9.9 L / 100 km,155547.0,Red / Black,"Hendra, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,15980.0,4,5,9.9,0,1,12.0,Red,red,0,0,0,0,1,Gasoline,1,0,0,0,Premium,0,0,1,0,6,4.0,Ford Falcon,0–20k,budget,Sedan,9.679155795585109,144.0,0,0,1,0,0,0
Ford,2020.0,Ranger,Ute / Tray,2020 Ford Ranger XLT 2.0 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.4 L / 100 km,16386.0,Grey / Black,"Hobart, TAS",4 cyl,Ute / Tray, 4 Doors, 5 Seats,52888.0,4,5,7.4,0,1,3.0,Grey,gray,0,0,1,0,0,Others,0,0,0,0,Premium,0,0,1,0,4,2.0,Ford Ranger,35–65k,premium,Other,10.875950656715467,9.0,1,0,0,0,0,1
Kia,2020.0,Sorento,SUV,2020 Kia Sorento Sport+ 7 Seat,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.1 L / 100 km,34802.0,White / -,"Frankston, VIC",4 cyl,SUV, 4 Doors, 7 Seats,52730.0,4,7,6.1,0,1,3.0,White,white,0,1,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,4,2.2,Kia Sorento,35–65k,economy,SUV,10.872958796881008,9.0,0,1,0,0,1,0
Isuzu,2022.0,D-MAX,Ute / Tray,2022 Isuzu D-MAX X-Terrain (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,4100.0,Orange / Black,"Derwent Park, TAS",4 cyl,Ute / Tray, 4 Doors, 5 Seats,74990.0,4,5,8.0,0,1,1.0,Orange,others,0,0,0,0,0,Others,0,0,0,0,Luxury,0,1,0,0,4,3.0,Isuzu D-MAX,65–100k,premium,Other,11.225123385317872,1.0,1,0,0,0,0,1
Toyota,2006.0,Corolla,Wagon,2006 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,154725.0,White / Black,"Glenorchy, TAS",4 cyl,Wagon, 4 Doors, 5 Seats,10990.0,4,5,7.4,0,1,17.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,1.8,Toyota Corolla,0–20k,economy,Wagon,9.3048320350689,289.0,0,0,0,1,1,0
Subaru,2014.0,WRX,Sedan,2014 Subaru WRX (AWD),USED,Manual,"4 cyl, 2 L",AWD,Premium,9.2 L / 100 km,140207.0,White / Grey,"Woodridge, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,29990.0,4,5,9.2,0,0,9.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.0,Subaru WRX,20–35k,premium,Sedan,10.30865261563529,81.0,0,0,1,0,0,1
Mitsubishi,2019.0,Outlander,SUV,2019 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,6.8 L / 100 km,53567.0,White / -,"Kedron, QLD",4 cyl,SUV, 4 Doors, 7 Seats,27498.0,4,7,6.8,0,1,4.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.4,Mitsubishi Outlander,20–35k,economy,SUV,10.221904919357126,16.0,0,1,0,0,1,0
Nissan,2016.0,X-Trail,SUV,2016 Nissan X-Trail TL (fwd),USED,Automatic,"4 cyl, 1.6 L",Front,Diesel,5.3 L / 100 km,67115.0,White / Grey,"Swan Hill, VIC",4 cyl,SUV, 4 Doors, 5 Seats,25880.0,4,5,5.3,0,1,7.0,White,white,0,1,0,0,0,Others,0,0,0,0,Economy,1,0,0,0,4,1.6,Nissan X-Trail,20–35k,economy,SUV,10.161264387744689,49.0,0,1,0,0,1,0
MG,2021.0,HS,SUV,2021 MG HS Core,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,57520.0,White / -,"Derwent Park, TAS",4 cyl,SUV, 4 Doors, 5 Seats,22990.0,4,5,7.3,0,1,2.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,1.5,MG HS,20–35k,economy,SUV,10.042858113983936,4.0,0,1,0,0,1,0
Toyota,2022.0,Corolla,Hatchback,2022 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,11401.0,White / Black,"Kedron, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,39894.0,5,5,4.2,0,1,1.0,White,white,0,1,0,0,0,Hybrid,0,0,0,1,Premium,0,0,1,0,4,1.8,Toyota Corolla,35–65k,economy,Hatchback,10.59400628174238,1.0,0,0,0,0,1,0
Mercedes-Benz,2015.0,GLA250,SUV,2015 Mercedes-Benz GLA250 4Matic,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7 L / 100 km,68860.0,Grey / Black,"New Town, TAS",4 cyl,SUV, 4 Doors, 5 Seats,32990.0,4,5,7.0,0,1,8.0,Grey,gray,0,0,1,0,0,Gasoline,1,0,0,0,Luxury,0,1,0,0,4,2.0,Mercedes-Benz GLA250,20–35k,economy,SUV,10.403990075979044,64.0,0,1,0,0,1,0
MG,2020.0,MG3,Hatchback,2020 MG MG3 Auto Core,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,6.7 L / 100 km,15607.0,White / -,"Rocklea, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,16375.0,5,5,6.7,0,1,3.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,1.5,MG MG3,0–20k,budget,Hatchback,9.703572127341126,9.0,0,0,0,0,0,0
Toyota,2018.0,Landcruiser,SUV,2018 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,112254.0,White / Grey,"Murray Bridge, SA",4 cyl,SUV, 4 Doors, 7 Seats,56880.0,4,7,8.0,0,1,5.0,White,white,0,1,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,4,2.8,Toyota Landcruiser,35–65k,premium,SUV,10.948716645194592,25.0,0,1,0,0,0,1
Mini,2016.0,Clubman,Wagon,2016 Mini Clubman Cooper,USED,Automatic,"3 cyl, 1.5 L",Front,Premium,5.4 L / 100 km,65246.0,Red / -,"Mansfield, QLD",3 cyl,Wagon, 4 Doors, 5 Seats,29800.0,4,5,5.4,0,1,7.0,Red,red,0,0,0,0,1,Gasoline,1,0,0,0,Premium,0,0,1,0,3,1.5,Mini Clubman,20–35k,economy,Wagon,10.30229722897745,49.0,0,0,0,1,1,0
Jeep,2015.0,Cherokee,SUV,2015 Jeep Cherokee Blackhawk (4X4),USED,Automatic,"6 cyl, 3.2 L",4WD,Unleaded,10 L / 100 km,156651.0,Grey / Velour,"Moonah, TAS",6 cyl,SUV, 4 Doors, 5 Seats,24950.0,4,5,10.0,0,1,8.0,Grey,gray,0,0,1,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,6,3.2,Jeep Cherokee,20–35k,budget,SUV,10.124669180536797,64.0,0,1,0,0,0,0
Jeep,2020.0,Grand,SUV,2020 Jeep Grand Cherokee Trailhawk (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7 L / 100 km,41754.0,Blue / -,"Aspley, QLD",6 cyl,SUV, 4 Doors, 5 Seats,67990.0,4,5,7.0,0,1,3.0,Blue,others,0,0,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,6,3.0,Jeep Grand,65–100k,economy,SUV,11.127130622457644,9.0,0,1,0,0,1,0
